future_opt	future	condition	is_impossible_choice	explanation_text	written_explanation	question_choice_order	selected_answer_position	future_choice	future_text	ts_is_same_dataset_start	ts_submitted_	study_id	study	is_correct	is_possible	id
static_ani	None	stepthru	impossible	more-masters-in-industry	None	{'non-grads-on-right':0,'left-more-than-right':1,'outliers-drive-up-masters':2,'left-not-stat-sig':3,'mystery-work-on-left':4,'more-masters-in-industry':5,'many-industry-on-right':6,'none-of-the-above':7}	5	static_ani	None	2020-09-14 10:56:44	2020-09-14 11:00:29	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	1190
static_ani	None	stepthru	impossible	outliers-drive-up-masters	None	{'left-not-stat-sig':0,'mystery-work-on-left':1,'non-grads-on-right':2,'many-industry-on-right':3,'more-masters-in-industry':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	6	static_ani	None	2020-09-14 10:49:53	2020-09-14 11:01:21	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1191
static_ani	The animations help show a visual step-by-step.	stepthru	impossible	outliers-drive-up-masters	The weight of the outlier is lessened in the right hand table because each group is averaged.	{'left-not-stat-sig':0,'left-more-than-right':1,'non-grads-on-right':2,'many-industry-on-right':3,'more-masters-in-industry':4,'outliers-drive-up-masters':5,'mystery-work-on-left':6,'none-of-the-above':7}	5	static_ani	The animations help show a visual step-by-step.	2020-09-14 11:55:08	2020-09-14 12:02:04	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1192
static_ani	for me personally i like the animation to show the perspectives and different visuals all at one instead of static charts.It's nice to have different chart variations instead of just dealing with a chart that someone is more comfortable in presenting/creating	static	impossible	mystery-work-on-left	cool task ! thx	{'left-not-stat-sig':0,'many-industry-on-right':1,'non-grads-on-right':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'left-more-than-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	4	static_ani	for me personally i like the animation to show the perspectives and different visuals all at one instead of static charts.It's nice to have different chart variations instead of just dealing with a chart that someone is more comfortable in presenting/creating	2020-09-14 09:56:35	2020-09-14 10:02:13	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1193
just_static	None	stepthru	possible	more-masters-in-industry	None	{'left-more-than-right':0,'mystery-work-on-left':1,'non-grads-on-right':2,'outliers-drive-up-masters':3,'left-not-stat-sig':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	just_static	None	2020-09-14 12:00:29	2020-09-14 12:02:17	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1194
just_static	None	static	impossible	left-not-stat-sig	None	{'mystery-work-on-left':0,'left-more-than-right':1,'outliers-drive-up-masters':2,'non-grads-on-right':3,'more-masters-in-industry':4,'left-not-stat-sig':5,'many-industry-on-right':6,'none-of-the-above':7}	5	just_static	None	2020-09-14 10:59:27	2020-09-14 11:02:34	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1195
static_ani	static tables accompanied by animation like these... giving the imformation very created...	static	impossible	more-masters-in-industry	most people with a master;s degree work in industry.. average master's salary in the left table...	{'many-industry-on-right':0,'more-masters-in-industry':1,'outliers-drive-up-masters':2,'mystery-work-on-left':3,'left-more-than-right':4,'left-not-stat-sig':5,'non-grads-on-right':6,'none-of-the-above':7}	1	static_ani	static tables accompanied by animation like these... giving the imformation very created...	2020-09-14 11:52:55	2020-09-14 11:58:37	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	1196
static_ani	it's good and it's useful	static	possible	more-masters-in-industry	No comments,Thank you	{'more-masters-in-industry':0,'left-not-stat-sig':1,'many-industry-on-right':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	0	static_ani	it's good and it's useful	2020-09-14 11:58:19	2020-09-14 12:03:20	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	1197
just_static	None	static	possible	outliers-drive-up-masters	None	{'left-more-than-right':0,'many-industry-on-right':1,'non-grads-on-right':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'left-not-stat-sig':5,'more-masters-in-industry':6,'none-of-the-above':7}	3	just_static	None	2020-09-14 11:44:28	2020-09-14 12:04:43	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1198
static_ani	None	stepthru	possible	more-masters-in-industry	None	{'more-masters-in-industry':0,'left-not-stat-sig':1,'mystery-work-on-left':2,'left-more-than-right':3,'non-grads-on-right':4,'many-industry-on-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	0	static_ani	None	2020-09-14 11:54:08	2020-09-14 12:04:05	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1199
static_ani	I traditionally prefer a static chart, I'd not seen one animated like this but a handful of times in which it wasn't really relevant I had to process what was going on as it did not apply to me, but now that I'm having to look at the information, having the static chart that I am familiar with becomes much more relevant because the animation heightens awareness of what data is the influencing factor. It was at first a little jarring and it needs to be  slower so I have time to process the x and y axis movements but it is useful to see the animation.	static	possible	more-masters-in-industry	Universities prefer you have a PhD if you're going to have a long term contract with them, plus you have a lot of extra prestige you have to bring to the table with conferences and publications etc. And typically with industry you just make more money regardless of PhD or Masters level.	{'left-more-than-right':0,'outliers-drive-up-masters':1,'non-grads-on-right':2,'many-industry-on-right':3,'left-not-stat-sig':4,'more-masters-in-industry':5,'mystery-work-on-left':6,'none-of-the-above':7}	5	static_ani	I traditionally prefer a static chart, I'd not seen one animated like this but a handful of times in which it wasn't really relevant I had to process what was going on as it did not apply to me, but now that I'm having to look at the information, having the static chart that I am familiar with becomes much more relevant because the animation heightens awareness of what data is the influencing factor. It was at first a little jarring and it needs to be  slower so I have time to process the x and y axis movements but it is useful to see the animation.	2020-09-14 10:54:12	2020-09-14 11:04:35	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1200
static_ani	This helps provide some context around the numbers, without which the stats can be skewed - for example, on the left it looks more like the masters in general make more, while PHD make less - without factoring in the number or industry.	static	possible	more-masters-in-industry	It seems obvious/reasonable looking at the data that with more PHD's in Academia, that would drive down the average salary given academia has a lower salary overall.	{'left-more-than-right':0,'more-masters-in-industry':1,'outliers-drive-up-masters':2,'non-grads-on-right':3,'many-industry-on-right':4,'left-not-stat-sig':5,'mystery-work-on-left':6,'none-of-the-above':7}	1	static_ani	This helps provide some context around the numbers, without which the stats can be skewed - for example, on the left it looks more like the masters in general make more, while PHD make less - without factoring in the number or industry.	2020-09-14 12:00:49	2020-09-14 12:04:34	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1201
just_static	Yes I prefer static images	stepthru	possible	more-masters-in-industry	None	{'left-more-than-right':0,'more-masters-in-industry':1,'many-industry-on-right':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	1	just_static	Yes I prefer static images	2020-09-14 10:59:00	2020-09-14 11:04:58	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1202
static_ani	The animations are eye-catching and give the reader a better understanding of how varied the data is.	static	possible	more-masters-in-industry	On average, PhDs make more than Masters, but industry also makes more than academia. And since many more PhDs work in academia than Masters, this explains the data.	{'left-more-than-right':0,'more-masters-in-industry':1,'left-not-stat-sig':2,'non-grads-on-right':3,'many-industry-on-right':4,'outliers-drive-up-masters':5,'mystery-work-on-left':6,'none-of-the-above':7}	1	static_ani	The animations are eye-catching and give the reader a better understanding of how varied the data is.	2020-09-14 08:58:32	2020-09-14 09:05:02	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1203
just_static	I think they're helpful, but I would like to be able to pause them so I could read and compare them.	stepthru	impossible	more-masters-in-industry	I'm not sure how to word it. But overall Academia makes less than Industry workers in both categories. So, I would think it would think it could make a difference when you would break them out by degree, work and salary, as opposed to just degree and salary	{'left-more-than-right':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'left-not-stat-sig':3,'non-grads-on-right':4,'outliers-drive-up-masters':5,'many-industry-on-right':6,'none-of-the-above':7}	1	just_static	I think they're helpful, but I would like to be able to pause them so I could read and compare them.	2020-09-14 10:53:27	2020-09-14 11:05:40	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	1204
static_ani	None	static	possible	left-more-than-right	None	{'left-more-than-right':0,'outliers-drive-up-masters':1,'left-not-stat-sig':2,'non-grads-on-right':3,'mystery-work-on-left':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	0	static_ani	None	2020-09-14 11:05:39	2020-09-14 11:06:56	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1205
NA	None	stepthru	impossible	more-masters-in-industry	nope	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'many-industry-on-right':2,'more-masters-in-industry':3,'mystery-work-on-left':4,'non-grads-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	3	undefined	None	2020-09-14 08:55:02	2020-09-14 09:07:37	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	1206
static_ani	very helpful .	stepthru	impossible	non-grads-on-right	very interesting study.	{'mystery-work-on-left':0,'more-masters-in-industry':1,'outliers-drive-up-masters':2,'left-not-stat-sig':3,'left-more-than-right':4,'many-industry-on-right':5,'non-grads-on-right':6,'none-of-the-above':7}	6	static_ani	very helpful .	2020-09-14 09:04:34	2020-09-14 09:07:57	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1207
static_ani	None	stepthru	possible	many-industry-on-right	None	{'non-grads-on-right':0,'outliers-drive-up-masters':1,'left-more-than-right':2,'mystery-work-on-left':3,'more-masters-in-industry':4,'many-industry-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	5	static_ani	None	2020-09-14 12:06:07	2020-09-14 12:08:07	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	1208
static_ani	The above static table animated was very clear and helpful to compare, because it gives a detail view based on Degree, Work and Averages salary where we can view a single person's based on their degree, work settings and salary and secondly we can group people based on their degree and work settings and finally we can compute the average salary in each group	static	impossible	mystery-work-on-left	No comments	{'non-grads-on-right':0,'more-masters-in-industry':1,'left-more-than-right':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'left-not-stat-sig':5,'many-industry-on-right':6,'none-of-the-above':7}	3	static_ani	The above static table animated was very clear and helpful to compare, because it gives a detail view based on Degree, Work and Averages salary where we can view a single person's based on their degree, work settings and salary and secondly we can group people based on their degree and work settings and finally we can compute the average salary in each group	2020-09-14 08:50:11	2020-09-14 09:08:33	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1209
static_ani	Static charts represent data pertains to one particular period or one particular year where as static chart accompanied by animation will show the perception of changes when transitioning between related data graphics. Animated transitions will help the viewers to better view the data and facilitate learning.	static	possible	more-masters-in-industry	None	{'left-not-stat-sig':0,'non-grads-on-right':1,'more-masters-in-industry':2,'outliers-drive-up-masters':3,'left-more-than-right':4,'many-industry-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	2	static_ani	Static charts represent data pertains to one particular period or one particular year where as static chart accompanied by animation will show the perception of changes when transitioning between related data graphics. Animated transitions will help the viewers to better view the data and facilitate learning.	2020-09-14 11:55:34	2020-09-14 12:09:01	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1210
static_ani	Seeing the animation progress helps the statistics make sense.	stepthru	impossible	more-masters-in-industry	None	{'left-more-than-right':0,'many-industry-on-right':1,'outliers-drive-up-masters':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	4	static_ani	Seeing the animation progress helps the statistics make sense.	2020-09-14 11:55:40	2020-09-14 12:09:14	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	1211
just_static	The animations take too long and I have to wait for them to zoom so I can see the information. I appreciate the work put into the animation, but they slow things down.	stepthru	possible	none-of-the-above	I don't think any of these explain why there's this 'paradox'. I think the reason you see this discrepancy is because there were much more people with Masters degrees than Ph.D that were considered. Most of those 100 people that were analyzed had Masters degree, so if you average out the salaries by type of degree, you'll see that people with a Masters degree have a slightly higher average salary than Ph.D. Again, this is because there were a lot more Master degree participants than Ph.D. so it will drive up the number of the average salary. But then when you separate them out into work setting and degree type, you can see that Ph.Ds do earn more because you're not averaging out all of the degree types into one single group, but into separate categories based on the work setting, so that means that the whole lump of Master degree participants can't contribute to one whole lump average on just degree type. This then reveals that Ph.Ds earn more. I hope I explained it clearly enough.	{'more-masters-in-industry':0,'outliers-drive-up-masters':1,'mystery-work-on-left':2,'many-industry-on-right':3,'left-not-stat-sig':4,'left-more-than-right':5,'non-grads-on-right':6,'none-of-the-above':7}	7	just_static	The animations take too long and I have to wait for them to zoom so I can see the information. I appreciate the work put into the animation, but they slow things down.	2020-09-14 11:53:43	2020-09-14 12:09:12	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1212
just_static	I did not like that I could not concentrate full on the data because the animations kept fading away and coming back. I prefer to take my time with this type of data.	stepthru	possible	many-industry-on-right	I believe there are more opportunities to make more money in industry type jobs. You could be a software engineer and make $250,000 per year, or you could be a manager at a shipping/receiving company and make $85,000 per year. I believe the diversity in the industry sector allows for a far more larger scale to base an average on.	{'mystery-work-on-left':0,'many-industry-on-right':1,'non-grads-on-right':2,'more-masters-in-industry':3,'outliers-drive-up-masters':4,'left-not-stat-sig':5,'left-more-than-right':6,'none-of-the-above':7}	1	just_static	I did not like that I could not concentrate full on the data because the animations kept fading away and coming back. I prefer to take my time with this type of data.	2020-09-14 08:57:09	2020-09-14 09:09:12	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1213
just_static	Movement makes me feel as though there are other changes happening thay are not happening.	stepthru	impossible	mystery-work-on-left	Charts show generalized info and then more specific	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'left-more-than-right':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'many-industry-on-right':5,'non-grads-on-right':6,'none-of-the-above':7}	1	just_static	Movement makes me feel as though there are other changes happening thay are not happening.	2020-09-14 11:00:30	2020-09-14 11:11:04	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1214
just_static	None	stepthru	possible	more-masters-in-industry	None	{'left-more-than-right':0,'many-industry-on-right':1,'mystery-work-on-left':2,'outliers-drive-up-masters':3,'left-not-stat-sig':4,'non-grads-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	just_static	None	2020-09-14 12:09:23	2020-09-14 12:11:20	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1215
just_static	Too much distraction with these animations. I prefer a chart that does not change and gives me a chance to study the information.	stepthru	possible	more-masters-in-industry	Wow, this is hard. There is too much information to process for all these values.	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'more-masters-in-industry':2,'left-more-than-right':3,'mystery-work-on-left':4,'many-industry-on-right':5,'non-grads-on-right':6,'none-of-the-above':7}	2	just_static	Too much distraction with these animations. I prefer a chart that does not change and gives me a chance to study the information.	2020-09-14 10:49:15	2020-09-14 11:11:21	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1216
static_ani	IT makes it somewhat easier to understand what is happening and how these things are being calculated.	stepthru	possible	none-of-the-above	Taking different factors into account allows for a more comprehensive and detailed analysis with the right table, which explains the difference.	{'mystery-work-on-left':0,'left-more-than-right':1,'left-not-stat-sig':2,'non-grads-on-right':3,'more-masters-in-industry':4,'outliers-drive-up-masters':5,'many-industry-on-right':6,'none-of-the-above':7}	7	static_ani	IT makes it somewhat easier to understand what is happening and how these things are being calculated.	2020-09-14 09:01:45	2020-09-14 09:11:23	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1217
static_ani	The animations help me do the visualizations I would normally do it my head anyway in order to understand the chart.	static	possible	more-masters-in-industry	None	{'left-more-than-right':0,'mystery-work-on-left':1,'non-grads-on-right':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'many-industry-on-right':6,'none-of-the-above':7}	5	static_ani	The animations help me do the visualizations I would normally do it my head anyway in order to understand the chart.	2020-09-14 11:09:57	2020-09-14 11:13:07	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1218
just_static	I think the animations can be distracting sometimes. I am competent at analyzing data and charts though, but for me I would rather just see the final graphics and analyze them myself, rather than have it dictated to me by an animation.	stepthru	possible	more-masters-in-industry	This was a cool study. The data definitely makes sense. If people were skeptical, a third chard comparing the average salary of respondents in industry versus the average salary of respondents in academia, regardless of degree, should make the picture more clear. Then add in a statistic showing the percentage of those with masters and PhDs working in industry vs academia, it makes sense why the total PhD salary average would be driven down by the number of people working in academia in that category.	{'outliers-drive-up-masters':0,'more-masters-in-industry':1,'non-grads-on-right':2,'left-more-than-right':3,'mystery-work-on-left':4,'left-not-stat-sig':5,'many-industry-on-right':6,'none-of-the-above':7}	1	just_static	I think the animations can be distracting sometimes. I am competent at analyzing data and charts though, but for me I would rather just see the final graphics and analyze them myself, rather than have it dictated to me by an animation.	2020-09-14 12:08:32	2020-09-14 12:14:09	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1219
just_static	I find the animations confusing, personally.	stepthru	possible	none-of-the-above	I have a learning disability with math. So this maybe only makes sense to me and not to the average person. But it seems to me that on the left you are taking the average of two things and on the right you are taking the average of four things. So it seems possible that there will be variation in the answer.	{'more-masters-in-industry':0,'left-more-than-right':1,'left-not-stat-sig':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'many-industry-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	7	just_static	I find the animations confusing, personally.	2020-09-14 12:09:20	2020-09-14 12:14:27	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1220
just_static	None	static	possible	mystery-work-on-left	None	{'outliers-drive-up-masters':0,'more-masters-in-industry':1,'left-not-stat-sig':2,'mystery-work-on-left':3,'non-grads-on-right':4,'left-more-than-right':5,'many-industry-on-right':6,'none-of-the-above':7}	3	just_static	None	2020-09-14 11:11:35	2020-09-14 11:16:09	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1221
static_ani	I'm a visual learner, so these help immensely for me	static	possible	left-more-than-right	None	{'outliers-drive-up-masters':0,'non-grads-on-right':1,'many-industry-on-right':2,'more-masters-in-industry':3,'left-more-than-right':4,'left-not-stat-sig':5,'mystery-work-on-left':6,'none-of-the-above':7}	4	static_ani	I'm a visual learner, so these help immensely for me	2020-09-14 11:01:14	2020-09-14 11:17:33	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	1222
static_ani	The animated charts provide me with more in-depth information that makes it easier to understand the chart and the results.	static	impossible	outliers-drive-up-masters	I think the most plausible reason for the difference is that there are outliers that are skewing the results.	{'mystery-work-on-left':0,'non-grads-on-right':1,'outliers-drive-up-masters':2,'more-masters-in-industry':3,'many-industry-on-right':4,'left-more-than-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	2	static_ani	The animated charts provide me with more in-depth information that makes it easier to understand the chart and the results.	2020-09-14 12:13:35	2020-09-14 12:18:00	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1223
static_ani	None	stepthru	possible	more-masters-in-industry	None	{'non-grads-on-right':0,'left-not-stat-sig':1,'more-masters-in-industry':2,'left-more-than-right':3,'many-industry-on-right':4,'mystery-work-on-left':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	2	static_ani	None	2020-09-14 10:08:29	2020-09-14 10:18:05	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1224
static_ani	It gives much clearer understanding of the data and makes it easier to visualize the data. The animation helps to identify the number of people involved in the study & gives better judgment to conclude that few people do phd and more people have masters degree. The average salaries of both people masters and PHD is higher in the Industry than in Academia.	static	impossible	mystery-work-on-left	None	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'many-industry-on-right':2,'more-masters-in-industry':3,'left-more-than-right':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	6	static_ani	It gives much clearer understanding of the data and makes it easier to visualize the data. The animation helps to identify the number of people involved in the study & gives better judgment to conclude that few people do phd and more people have masters degree. The average salaries of both people masters and PHD is higher in the Industry than in Academia.	2020-09-14 11:00:19	2020-09-14 11:21:17	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1225
static_ani	Some people can understand date virtual, seeing a diagram or graph better then just seeing numbers.	static	impossible	many-industry-on-right	None	{'outliers-drive-up-masters':0,'left-more-than-right':1,'non-grads-on-right':2,'left-not-stat-sig':3,'many-industry-on-right':4,'mystery-work-on-left':5,'more-masters-in-industry':6,'none-of-the-above':7}	4	static_ani	Some people can understand date virtual, seeing a diagram or graph better then just seeing numbers.	2020-09-14 09:16:15	2020-09-14 09:21:19	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1226
just_static	None	stepthru	possible	more-masters-in-industry	None	{'outliers-drive-up-masters':0,'non-grads-on-right':1,'many-industry-on-right':2,'mystery-work-on-left':3,'left-more-than-right':4,'left-not-stat-sig':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	just_static	None	2020-09-14 09:12:45	2020-09-14 09:21:07	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1227
static_ani	I like both charts as they provide different ways to examine the data.	stepthru	impossible	more-masters-in-industry	None	{'non-grads-on-right':0,'mystery-work-on-left':1,'more-masters-in-industry':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	2	static_ani	I like both charts as they provide different ways to examine the data.	2020-09-14 10:06:45	2020-09-14 10:22:08	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	1228
just_static	good explain	static	impossible	non-grads-on-right	good survey	{'many-industry-on-right':0,'left-more-than-right':1,'non-grads-on-right':2,'more-masters-in-industry':3,'mystery-work-on-left':4,'outliers-drive-up-masters':5,'left-not-stat-sig':6,'none-of-the-above':7}	2	just_static	good explain	2020-09-14 11:19:34	2020-09-14 11:22:21	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1229
just_static	The animaations are really distracting to me.	static	possible	more-masters-in-industry	The answer I chose was my first thought when looking at the tables. I would assume from this data that more people with Master's degrees would in industry, whereas more people with Ph. D.'s work in Academia.	{'more-masters-in-industry':0,'outliers-drive-up-masters':1,'non-grads-on-right':2,'left-not-stat-sig':3,'many-industry-on-right':4,'left-more-than-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	0	just_static	The animaations are really distracting to me.	2020-09-14 09:19:01	2020-09-14 09:22:29	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	1230
just_static	the animations are a pain to view	stepthru	possible	more-masters-in-industry	None	{'left-not-stat-sig':0,'more-masters-in-industry':1,'left-more-than-right':2,'non-grads-on-right':3,'mystery-work-on-left':4,'many-industry-on-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	1	just_static	the animations are a pain to view	2020-09-14 09:19:41	2020-09-14 09:26:13	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	1231
static_ani	none	stepthru	impossible	outliers-drive-up-masters	none	{'more-masters-in-industry':0,'many-industry-on-right':1,'mystery-work-on-left':2,'outliers-drive-up-masters':3,'left-more-than-right':4,'left-not-stat-sig':5,'non-grads-on-right':6,'none-of-the-above':7}	3	static_ani	none	2020-09-14 09:23:06	2020-09-14 09:26:44	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1232
just_static	I feel that the animations are primarily a distraction, would prefer to see all data which is difficult to do in the rapid animation.	static	impossible	left-more-than-right	It would appear that the above comment about the number of respondents might be an explanation. It is  hard to tell without analyzing all the data, including number of respondents in all categories on both sides, which could affect the total average, creating an imbalance between the two sides which, by comparing simply all other categories, are equal.	{'many-industry-on-right':0,'non-grads-on-right':1,'left-not-stat-sig':2,'outliers-drive-up-masters':3,'more-masters-in-industry':4,'mystery-work-on-left':5,'left-more-than-right':6,'none-of-the-above':7}	6	just_static	I feel that the animations are primarily a distraction, would prefer to see all data which is difficult to do in the rapid animation.	2020-09-14 09:17:38	2020-09-14 09:27:11	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1233
static_ani	I think seeing the animation makes it easier to understand.	static	impossible	left-more-than-right	I think the left chart may include more people with Master's degrees who work in industry and also less people with PHD's who work in academia therefore driving up the average salary for Master's degrees to look as if they make more than PHD's.	{'more-masters-in-industry':0,'mystery-work-on-left':1,'left-not-stat-sig':2,'many-industry-on-right':3,'outliers-drive-up-masters':4,'left-more-than-right':5,'non-grads-on-right':6,'none-of-the-above':7}	5	static_ani	I think seeing the animation makes it easier to understand.	2020-09-14 12:19:27	2020-09-14 12:28:29	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1234
static_ani	Yeah they clearly show more masters in industry	stepthru	possible	more-masters-in-industry	None	{'left-more-than-right':0,'many-industry-on-right':1,'outliers-drive-up-masters':2,'left-not-stat-sig':3,'non-grads-on-right':4,'more-masters-in-industry':5,'mystery-work-on-left':6,'none-of-the-above':7}	5	static_ani	Yeah they clearly show more masters in industry	2020-09-14 09:25:06	2020-09-14 09:30:40	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	1235
just_static	It can be overwhelming to see all of the data moving at once. I'd rather just see the finished products. The animated charts take too long to observe.	stepthru	possible	mystery-work-on-left	None	{'outliers-drive-up-masters':0,'many-industry-on-right':1,'more-masters-in-industry':2,'mystery-work-on-left':3,'non-grads-on-right':4,'left-not-stat-sig':5,'left-more-than-right':6,'none-of-the-above':7}	3	just_static	It can be overwhelming to see all of the data moving at once. I'd rather just see the finished products. The animated charts take too long to observe.	2020-09-14 11:27:42	2020-09-14 11:30:39	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	1236
static_ani	With animation you can see more details, and you are able to follow some specific points, to realize how they behave in the different charts	stepthru	possible	more-masters-in-industry	The point number two explains the situation. We can also say that if you have a master degree, it is better for you to work in the industry, because you can make more money than a PHD in the academy field	{'left-more-than-right':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'outliers-drive-up-masters':3,'many-industry-on-right':4,'non-grads-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	1	static_ani	With animation you can see more details, and you are able to follow some specific points, to realize how they behave in the different charts	2020-09-14 12:13:28	2020-09-14 12:32:10	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1237
static_ani	both are same but static charts is easy to understand and users can understand easily.	static	impossible	non-grads-on-right	very nice survey.	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'non-grads-on-right':2,'left-more-than-right':3,'many-industry-on-right':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	2	static_ani	both are same but static charts is easy to understand and users can understand easily.	2020-09-14 08:49:33	2020-09-14 09:33:19	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	1238
just_static	The static charts are understandable and easy for me to read. The animated charts are actually more difficult for me to follow.	static	possible	more-masters-in-industry	None	{'mystery-work-on-left':0,'many-industry-on-right':1,'left-not-stat-sig':2,'left-more-than-right':3,'more-masters-in-industry':4,'non-grads-on-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	4	just_static	The static charts are understandable and easy for me to read. The animated charts are actually more difficult for me to follow.	2020-09-14 12:31:11	2020-09-14 12:34:18	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	1239
just_static	None	static	impossible	mystery-work-on-left	None	{'many-industry-on-right':0,'mystery-work-on-left':1,'left-not-stat-sig':2,'left-more-than-right':3,'non-grads-on-right':4,'outliers-drive-up-masters':5,'more-masters-in-industry':6,'none-of-the-above':7}	1	just_static	None	2020-09-14 11:00:57	2020-09-14 11:34:59	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	1240
